INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Brussels International Exhibition',257,'20.09.1996','09.10.1996',881617,7,99,26,4700713,3194960,923583,2976008);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Italian Family Festa San Jose',324,'14.05.1995','27.05.1995',376801,4,101,4,4878634,9392769,2684250,1774559);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('New York International Antiquarian Book Fair',309,'21.03.2020','17.04.2020',338054,5,115,31,9245332,6560181,3542097,3171324);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Norton Show Fall',433,'25.09.2008','25.10.2008',695680,1,71,19,5531941,1443564,1733989,1994872);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Fan Expo',490,'09.12.2018','15.12.2018',677481,6,263,33,4683771,9857153,2752878,4410281);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('McMenamins UFO Festival',73,'29.11.2008','14.12.2008',351732,2,36,44,9380272,401782,1222132,475618);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Home & Crafts Faire Fredericksburg',357,'20.11.2006','16.12.2006',590566,7,43,47,1169724,3865854,1965782,57129);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('West Coast Historical Militaria Collectors Show',212,'19.09.2007','18.10.2007',448150,7,288,5,2747611,1882200,3613242,432959);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Antique Spectacular Quad Cities',178,'13.06.2012','24.06.2012',563710,7,490,16,6757772,2063851,1534380,790326);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ArtExpo',46,'03.01.2016','23.01.2016',28592,1,365,29,5377603,8696384,827989,2460592);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Norton Show',116,'12.08.2008','09.09.2008',967543,6,100,16,8498878,7660705,285202,1865160);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Modern Art Miami',171,'22.03.2004','25.03.2004',267659,2,161,48,8159422,7111004,938380,3529707);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Untitled Art',410,'20.10.2002','23.10.2002',365283,7,256,18,7101061,6508762,4262508,4613347);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Original Beach Antique Show',233,'04.01.1997','28.01.1997',353527,7,137,5,3752467,3566326,2699465,524593);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('National Conference and Exposition',545,'26.04.2004','02.05.2004',718009,7,251,13,5906802,539620,2266853,1540368);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Hay Festival',64,'17.11.2017','03.12.2017',223740,3,179,40,4945793,563256,2024012,2604133);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('London Map Fair',311,'29.08.2006','25.09.2006',844625,8,263,34,7163507,3365166,4142670,844862);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('St Magnus International Festival',306,'23.07.1999','12.08.1999',375466,1,358,43,4690787,606648,3994248,2361983);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Three Counties Show',512,'21.10.2018','17.11.2018',237957,5,464,38,5876948,8625087,2419434,3506556);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ICE',66,'31.05.2019','21.06.2019',153682,8,312,36,9177134,3378669,591331,2399419);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('New Designers',262,'14.08.2012','20.08.2012',668016,8,118,4,6407933,5877253,1722370,3611904);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The International Forest Festival / TIMBER',388,'04.11.1991','04.12.1991',914387,6,476,38,9753400,7491933,4827445,3430610);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Data Centre World',494,'19.12.2008','10.01.2009',255812,8,383,12,7547651,1430255,2312001,1789505);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Beauty',408,'02.10.2003','07.10.2003',761603,8,480,26,5186054,2221390,4472767,1800768);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Woodhall Spa 40s Festival',92,'20.09.1996','09.10.1996',448911,1,492,38,1763550,3625492,1840474,2572320);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('War and Peace Revival',425,'26.01.1991','14.02.1991',770575,6,133,16,4123952,8331812,1010530,1315300);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Echoes Of History',311,'25.01.2012','11.02.2012',172991,8,26,39,4703439,2311216,3721581,3958901);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Design In Mental Health',164,'07.09.1997','23.09.1997',90121,5,365,13,9957688,9674126,506824,4955375);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Живая старина',86,'17.01.2019','21.01.2019',988933,2,125,13,2172437,8102732,323608,808250);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Недра России',357,'08.12.2019','05.01.2020',884307,7,55,36,3961909,8926825,689872,3853305);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('АрхВектор',156,'17.08.1997','28.08.1997',472964,5,371,29,1699697,8374163,1172832,827499);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мир глазами зодчих',253,'07.05.2012','26.05.2012',17198,8,458,27,2303250,146831,4666515,3654683);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('SibBeauty',220,'28.08.1992','14.09.1992',441035,6,433,7,2890415,5718657,1041319,4284159);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Беларусь на Белгородчине',449,'01.11.1994','28.11.1994',706240,6,313,25,6463474,6411513,1133356,4643103);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('EpicCon Russia',31,'14.10.2014','20.10.2014',425970,7,110,40,8653642,6631509,617241,4187459);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Ростовская финифть и народные промыслы',410,'07.02.2006','15.02.2006',73341,2,54,36,359433,5491154,3305153,4794128);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Архстояние',328,'09.11.2016','23.11.2016',202638,2,129,46,7337083,3686544,1473761,2539092);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Биеннале дизайна и современного искусства',117,'27.11.1994','21.12.1994',384684,2,11,46,4993400,7066229,2718995,3685720);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Ростовское действо',307,'15.12.1999','26.12.1999',961400,5,222,20,9434726,6061766,3378986,1351353);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Фестиваль народных мастеров и художников',340,'30.01.2016','10.02.2016',831365,6,19,27,9620496,9296826,3761656,2730779);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Фольклорный фестиваль',548,'03.03.1990','07.03.1990',860923,7,447,35,1216875,503265,4766317,2089714);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Сокровища севера. Мастера и художники',134,'13.09.1993','17.09.1993',644913,2,334,23,3453415,4252328,3435198,4163361);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Denkmal',484,'21.11.2017','20.12.2017',767405,4,189,44,9669122,7446076,3069211,4926550);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Арт-Фест',252,'01.04.2014','12.04.2014',966117,6,324,25,2633565,4853804,3128833,1585505);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Comicfestival München 2021',273,'24.12.2002','31.12.2002',588356,8,407,44,5050158,5850309,1644283,4298723);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Hurricane Festival',42,'11.06.1995','18.06.1995',981472,1,258,16,2451081,834442,1058300,4024379);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Southside Festival ',494,'01.03.1994','12.03.1994',188101,3,471,41,8526170,1626400,1018261,1048286);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Kunst Handwerkermarkt Nordenham',366,'19.12.2007','04.01.2008',272696,7,190,3,1062736,2401377,155965,3299006);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Artmuc Spring',134,'01.09.2018','07.09.2018',890836,6,309,49,9601725,2410524,2713738,545120);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Spirituality & Healing / ESOTERIK Days Stuttgart',79,'15.02.2009','18.02.2009',691635,7,280,46,6963320,7325467,834753,3298458);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Nature One',313,'02.05.2020','22.05.2020',317368,7,362,47,1855505,9779758,4842792,3888142);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Waldfrieden Wonderland',398,'17.11.2004','01.12.2004',945089,3,100,10,8774615,2025034,4798198,3339138);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Green Fest',320,'05.08.2004','02.09.2004',129305,1,284,25,1890024,5440794,1488015,2482617);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Positions Art',331,'13.12.1997','20.12.1997',322781,4,430,13,383624,563357,2823429,702644);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('PHOTOPIA',388,'17.02.2016','07.03.2016',968235,7,99,36,5077050,8551957,4806683,3500665);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Heidelberger Herbst',369,'13.05.1999','19.05.1999',736269,6,313,18,6875108,7898041,2133504,2417179);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('MagicCon',284,'27.09.2020','03.10.2020',344496,1,385,17,6285698,1651074,4518116,530080);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Kunst & Antiquitäten',535,'25.03.2000','28.03.2000',425441,2,351,15,4711683,369180,2209213,2676322);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Internationale Briefmarkenborse Sindelfingen',233,'25.05.2007','23.06.2007',653659,6,118,32,6842824,3691064,3870310,3574895);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('SPIELidee',285,'18.12.2000','07.01.2001',453260,5,79,48,1822659,2270606,3984864,3983516);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Hobby & Freizeit Aurich',331,'01.02.1996','28.02.1996',764954,2,247,33,3884311,3192123,1950133,223570);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Hobby & Freizeit Leer',333,'10.12.2003','30.12.2003',922179,4,41,5,65808,4811094,2680281,1662038);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Affordable Art Fair (AAF)',187,'17.03.2009','09.04.2009',908324,6,92,8,5258917,8553888,1078837,3693495);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('frieda’s and friends design.markt autumn',314,'19.10.2013','11.11.2013',52361,8,17,7,354333,9812263,2280972,1640887);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Exponatec Cologne',486,'15.08.1999','21.08.1999',848975,5,384,44,923221,2214747,1589198,1317894);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Art Cologne',486,'11.02.2017','19.02.2017',425718,3,408,24,2462118,7937478,2670369,4152607);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Fine Art & Design Cologne',488,'04.03.2012','01.04.2012',352801,3,78,3,8784010,4466452,2773783,4386525);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Fotohaven Hamburg',83,'08.12.1998','21.12.1998',24706,7,292,19,6618263,7639845,4956280,2121146);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Art Karlsruhe',181,'23.07.2005','19.08.2005',170178,5,369,16,5684676,7357937,3308211,3975195);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('mitteldeutsche handwerksmesse',4,'16.12.2004','31.12.2004',961873,2,217,36,361966,3431833,4345181,3548580);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Denkmal',258,'24.12.2020','23.01.2021',275187,3,493,45,8727593,1323262,3845844,4196414);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Brussels International Exhibition',18,'15.11.1998','27.11.1998',25435,2,327,16,5687433,8785665,4089662,1091712);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Exposition universelle et internationale',367,'23.05.2005','22.06.2005',17634,7,169,47,9528153,7287562,3247555,2777280);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Ghent International Exposition',204,'14.09.2014','11.10.2014',701200,2,235,17,6862951,8631491,2649659,141670);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Panama-Pacific International Exposition',344,'08.01.2010','15.01.2010',929513,2,135,3,7196288,7748286,4949980,4460745);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Barcelona International Exposition',293,'02.03.2014','17.03.2014',608162,3,61,28,9342892,1795535,216774,962379);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Century of Progress',90,'15.11.2012','04.12.2012',655983,4,214,43,2474475,1926540,4771248,3446772);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Brussels International Exposition',257,'24.07.2004','03.08.2004',392259,8,59,34,8989953,94800,4369021,2827400);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Exposition Internationale des Arts et Techniques',496,'06.02.2018','10.02.2018',169700,5,110,11,1432747,9289191,1755892,4934500);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Exposition internationale du bicentenaire',17,'08.01.2004','23.01.2004',766516,5,402,32,8750392,5281591,3990966,4689956);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Brussels World’s Fair',127,'07.07.1992','08.07.1992',142522,7,92,22,2660250,2806492,170057,1594624);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Century 21 Exposition',35,'15.02.1995','09.03.1995',754975,3,405,32,472650,502512,145268,1707396);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Louisiana World Exposition',546,'21.12.2004','17.01.2005',362865,2,276,44,2754149,1345535,1739024,3838460);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Expo',493,'20.01.2020','21.01.2020',938910,4,180,1,7171753,6636554,358618,4784142);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Expo Colombo',180,'14.01.1994','24.01.1994',704276,7,255,41,2514651,4818524,3741188,4564437);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Taejŏn Expo',207,'04.04.2013','21.04.2013',150709,4,7,44,4026896,59871,4480411,4862148);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Железный век ',23,'11.06.2002','05.07.2002',859329,3,169,14,305312,3333308,1820431,1368098);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Европа без границ',375,'02.05.2006','25.05.2006',35672,4,371,18,4636773,8837628,4319657,109801);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Первое тысячелетие до новой эры',202,'13.05.1991','22.05.1991',562922,3,431,1,8450935,2616039,329297,314775);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Две картины Бронзино. К завершению реставрации',320,'27.11.1994','26.12.1994',662922,8,78,24,9878108,4522946,2081533,2760391);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мелкая пластика Ар Деко',358,'13.09.2004','14.09.2004',469774,4,272,7,515359,5427930,79332,553858);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шпалеры XIX–XX веков в собрании Эрмитажа.',419,'25.10.2001','16.11.2001',492836,7,8,20,263314,4883769,518012,1058181);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Сальвадор Дали. Магическое искусство',422,'31.05.2004','18.06.2004',454763,7,396,10,9897656,8959630,2067503,3034127);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Русская сказка. От Васнецова до сих пор',197,'21.06.2005','17.07.2005',913386,7,202,23,7173467,2110225,2606416,255324);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Пять веков европейского рисунка',483,'25.06.1991','12.07.1991',902741,4,182,23,5904833,4269405,4629671,2261379);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Это было навсегда. 1968–1985',44,'05.02.1998','23.02.1998',703997,1,370,17,8557887,5530367,597488,3492242);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Международная биеннале молодого искусства',521,'14.03.2014','21.03.2014',136030,8,80,50,5673230,7712848,4447512,3456571);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Многообразие/Единство',125,'13.11.2002','30.11.2002',576936,8,168,42,5312215,3059486,4921625,3405200);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Современное искусство Европы',444,'15.04.1991','03.05.1991',834327,2,199,36,3837225,3553638,4832515,4666676);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Соцреализм. Метаморфозы. Советское искусство',367,'23.12.2000','16.01.2001',956184,3,242,15,5975264,8600074,788787,2814976);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мечты о свободе. Романтизм в России и Германии',306,'27.10.2007','01.11.2007',477656,4,419,50,260325,223375,4054209,3570775);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шедевры русского искусства XI — начала XX века',215,'23.10.1992','29.10.1992',330519,1,6,30,8504235,3882176,2678122,3624392);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Заглянув в душу столетий',252,'19.12.2004','25.12.2004',910170,8,8,18,2328916,7087849,638859,2634869);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Веков связующая нить',365,'19.01.2005','19.02.2005',278759,6,484,44,3863528,3303088,4721762,624367);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Помнить о своих корнях, дорожить прошлым',274,'25.12.2009','16.01.2010',565757,8,220,15,42920,98186,3835768,151517);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Призраки утраченного времени',210,'27.06.2016','18.07.2016',21067,5,447,50,6803255,7901371,524606,2950674);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('История в лицах',221,'17.09.2007','09.10.2007',667078,7,169,32,9743894,25177,1033518,3903188);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Нам жить и помнить',427,'05.02.2001','22.02.2001',413621,4,13,46,9439159,7054899,590455,3801438);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('История',549,'29.02.2004','05.03.2004',897541,6,226,50,4042635,6502714,786985,118748);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Страницы истории',443,'16.06.1991','20.06.1991',164664,3,337,48,3804914,354523,3823727,4125963);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Русь. Россия. Российская империя',464,'18.12.1991','28.12.1991',244946,1,258,48,7762192,8462718,1991413,2379074);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Будущее, в котором хочется жить!',140,'06.04.2015','14.04.2015',669682,7,342,9,9942049,5987909,2775341,3134664);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Высокие технологии – стратегия XXI века',363,'30.05.2000','15.06.2000',608566,2,350,12,9936133,3256566,414383,4980072);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Идеи. Гипотезы. Открытия',377,'01.09.2009','04.09.2009',55113,4,173,24,4466701,8742539,1552628,3133376);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шедевры фантастики',311,'20.12.2007','30.12.2007',910435,6,402,14,2090960,412527,841949,1365090);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Триумф человеческого разума',193,'18.09.2003','19.10.2003',586037,4,151,13,5477462,8526642,369979,1983899);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Вперёд, к звёздам',94,'22.05.2015','11.06.2015',985424,7,140,42,5310459,1527193,3401619,1598959);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Звёзды смотрят на нас',190,'03.03.2012','01.04.2012',44640,3,24,22,7303490,1173733,209423,4156472);
